text	label
Universe's greatest billionaire joshua larose credit unions committee	SUPERPAC
Universe's greatest billionaire joshua larose private schools committee	SUPERPAC
Universe's greatest billionaire joshua larose public relations companies committee	SUPERPAC
Universe's greatest billionaire joshua larose marketing companies committee	SUPERPAC
Universe's greatest billionaire joshua larose gun manufacturers committee	SUPERPAC
Universe's greatest billionaire joshua larose computer manufacturers committee	SUPERPAC
Don't approve this superpac	SUPERPAC
Independent leadership	SUPERPAC
Montana rural voters action fund	SUPERPAC
Freedom for all	SUPERPAC
Fund for progress	SUPERPAC
To eliminate doubt: committee to reveal the unknown zodiac killer	SUPERPAC
Reason for america	SUPERPAC
You cruz, you lose	SUPERPAC
Puffin superpac	SUPERPAC
Citizens for safe communities	SUPERPAC
Support your down ballot 	SUPERPAC
Silver state	SUPERPAC
Common defense action fund	SUPERPAC
America revived	SUPERPAC
Citizyns foundation; the	SUPERPAC
Patriotic artists and creatives	SUPERPAC
American values	SUPERPAC
Revitalize liberty	SUPERPAC
Silent majority battleground	SUPERPAC
Reclaim kansas inc	SUPERPAC
Concerned citizens usa	SUPERPAC
Asap	SUPERPAC
America is worth it	SUPERPAC
Puget sound progressives	SUPERPAC
Just idaho	SUPERPAC
Your vote matters superpac	SUPERPAC
Stop human trafficking	SUPERPAC
New york values	SUPERPAC
United for progress	SUPERPAC
Committee for new jersey priorities	SUPERPAC
A fair & just virginia	SUPERPAC
Time for trump	SUPERPAC
Christians unite! 	SUPERPAC
National republican presidential victory 	SUPERPAC
Onward ohio	SUPERPAC
Village united political action committee	SUPERPAC
Americans against judicial activism	SUPERPAC
Conservative triumph fund	SUPERPAC
Campaign for competitive elections	SUPERPAC
Representmeaz	SUPERPAC
Resistance 2018	SUPERPAC
America's urban future	SUPERPAC
Western liberty	SUPERPAC
Spirit of 1776	SUPERPAC
Americans for trump	SUPERPAC
Drain the swamp nevada	SUPERPAC
Federal democratic election committee	SUPERPAC
Flyers for a change	SUPERPAC
Defeat slavery	SUPERPAC
God guns and freedom	SUPERPAC
Impeach the president now	SUPERPAC
Haitian amarican voice	SUPERPAC
New independents	SUPERPAC
Fight fake news usa	SUPERPAC
We stand for better	SUPERPAC
Greenwave	SUPERPAC
Firefighters alliance of america	SUPERPAC
America speaks	SUPERPAC
Citizens to protect florida's tomorrow	SUPERPAC
American patriots	SUPERPAC
Cfg action montana	SUPERPAC
Friends for florida	SUPERPAC
Time2win	SUPERPAC
Restore ohio's values	SUPERPAC
Protect nevada women	SUPERPAC
Progressive victory	SUPERPAC
New jersey citizens alliance	SUPERPAC
Primary action	SUPERPAC
Freedom over regulation & taxation political action committee	SUPERPAC
Community health council	SUPERPAC
Great lakes, great jobs	SUPERPAC
Insight united usa	SUPERPAC
Republican women for progress	SUPERPAC
Planned parenthood nw action	SUPERPAC
Million more voters, sponsored by the california labor federation, afl-cio	SUPERPAC
Concernative	SUPERPAC
Committee for law and order fund	SUPERPAC
Az forward	SUPERPAC
Making us great again	SUPERPAC
Louisiana now political action committee	SUPERPAC
Council on american liberalism	SUPERPAC
We persist	SUPERPAC
Liberty ohio action fund	SUPERPAC
Committee to restore america's national parks	SUPERPAC
Progressive faith 2020	SUPERPAC
Mid-mo for bernie	SUPERPAC
Party over coffee	SUPERPAC
America united	SUPERPAC
Artists united for change	SUPERPAC
Vaccinate now	SUPERPAC
Asian american voice political action committee	SUPERPAC
Shyster	SUPERPAC
America first network	SUPERPAC
Supergnd	SUPERPAC
Keeping america strong committee	SUPERPAC
The march for reason	SUPERPAC
Life matters	SUPERPAC
Committee for stronger rural communities, inc.	SUPERPAC
Progressives in action	SUPERPAC
Everyday juneteenth!	SUPERPAC
Committee to restore sanity	SUPERPAC
Spanktheelephantpac.Com	SUPERPAC
Protecting ohio action fund	SUPERPAC
Right women	SUPERPAC
Front porch freedom	SUPERPAC
Florida homeowners protection political action committee	SUPERPAC
Target california	SUPERPAC
American patriots against corruption	SUPERPAC
United we win 	SUPERPAC
Freedom usa	SUPERPAC
Transport workers union voice	SUPERPAC
800democrat	SUPERPAC
Do better america	SUPERPAC
Americans 4 security	SUPERPAC
South florida residents first	SUPERPAC
Keep america great committee	SUPERPAC
Committee to order more chinese knock-off stuff from wish	SUPERPAC
Stand together	SUPERPAC
Republican leadership for oregon	SUPERPAC
Conservative cattleman's political action committee	SUPERPAC
Help one vote	SUPERPAC
For the many action	SUPERPAC
Electoral education fund	SUPERPAC
Keep pa great	SUPERPAC
Voters first victory fund	SUPERPAC
America's progressive promise	SUPERPAC
Make virginia great again	SUPERPAC
Sfbayarea political action committee	SUPERPAC
In union usa	SUPERPAC
Lead by the spirit	SUPERPAC
For the quad	SUPERPAC
Defeat by tweet	SUPERPAC
Action on all fronts	SUPERPAC
Swipe for democracy	SUPERPAC
Core values	SUPERPAC
Best days ahead	SUPERPAC
Citizens for change	SUPERPAC
Wounded warriors alliance	SUPERPAC
Restoring oklahoman values	SUPERPAC
The committee for access to affordable healthcare	SUPERPAC
Independents for prosperity, inc.	SUPERPAC
Chinese progressive political action ie	SUPERPAC
Voteforshepchange	SUPERPAC
The shadow projector	SUPERPAC
The american	SUPERPAC
Hard hatters for biden	SUPERPAC
Protect the vote	SUPERPAC
Sc values	SUPERPAC
Americans for decency and democracy	SUPERPAC
Big nudge	SUPERPAC
Children's destiny	SUPERPAC
Secure america first	SUPERPAC
Black defense fund	SUPERPAC
Puerto rico unidos y prospero	SUPERPAC
Black halifax	SUPERPAC
Black independents	SUPERPAC
Secure the vote	SUPERPAC
The people for the removal of joe biden	SUPERPAC
Americans for freedom	SUPERPAC
Hunter nation action inc.	SUPERPAC
Blue turnout project	SUPERPAC
Take back america	SUPERPAC
Cannabis action fund	SUPERPAC
Defeat seditionists	SUPERPAC
Abolish the college	SUPERPAC
Removemittromneypac	SUPERPAC
Make america great again action inc	SUPERPAC
Wuf international	SUPERPAC
Bring ohio back	SUPERPAC
The people united	SUPERPAC
Manufacturing agriculture and transportation	SUPERPAC
Georgia first	SUPERPAC
Alliance to strengthen our community	SUPERPAC
Repeal discriminatory prohibition	SUPERPAC
Forward usa federal political action committee	SUPERPAC
Resolute	SUPERPAC
Affordable energy fund	SUPERPAC
Vote access today	SUPERPAC
Democracy	SUPERPAC
Cryptopac, inc.	SUPERPAC
Econexus	SUPERPAC
The republic	SUPERPAC
Coalition one	SUPERPAC
Citizens alliance political action committee inc.	SUPERPAC
Battle	SUPERPAC
Angry texas democrats  llc	SUPERPAC
Trailblazer	SUPERPAC
Missouri conservative	SUPERPAC
Georgia values action	SUPERPAC
Virginia first audit	SUPERPAC
Pennsylvania patriots	SUPERPAC
Blackcopsmatter:independentpolicinginthehoods	SUPERPAC
Okieway	SUPERPAC
Illinois freedom fund	SUPERPAC
Iowa first	SUPERPAC
Louisville for public safety	SUPERPAC
By our blood	SUPERPAC
Floyd county citizens for better government	SUPERPAC
Old north	SUPERPAC
N.C.P.	SUPERPAC
Retake the house 2022	SUPERPAC
Conservative warriors	SUPERPAC
Back to school usa	SUPERPAC
Ftw fuel the world	SUPERPAC
Pink is the new blue!	SUPERPAC
Bright future ri	SUPERPAC
53 peaks	SUPERPAC
Communities united	SUPERPAC
People who love america	SUPERPAC
United for south florida	SUPERPAC
United liberty front	SUPERPAC
Sky is blue	SUPERPAC
Opportunity matters fund action	SUPERPAC
1636	SUPERPAC
Patriots for a brighter america	SUPERPAC
Pivot victory fund	SUPERPAC
Empowering virginia parents	SUPERPAC
Massachusetts republican leadership	SUPERPAC
Cfe action fund	SUPERPAC
Rural america votes	SUPERPAC
Justice tranquility defense welfare	SUPERPAC
Relay	SUPERPAC
Project neptune	SUPERPAC
Lahoud fund	SUPERPAC
Princetonian institute	SUPERPAC
Defend the house 2024	SUPERPAC
Greatful	SUPERPAC
The alliance	SUPERPAC
Stop adam political action committee	SUPERPAC
Future california	SUPERPAC
Campaign for democracy group	SUPERPAC
Never newsom	SUPERPAC
All american america	SUPERPAC
New age liberals	SUPERPAC
Democratic voter project	SUPERPAC
Nhltohartford	SUPERPAC
Maryland democratic action network	SUPERPAC
Committee to investigate clarence and ginni thomas	SUPERPAC
Primarypivot	SUPERPAC
One america, inc.	SUPERPAC
Secure future usa	SUPERPAC
Arkansas revolution	SUPERPAC
Saw action movement (saw=staunton augusta waynesboro)	SUPERPAC
The 99percent movement	SUPERPAC
Poverty	SUPERPAC
Americans for equal representation political action committee	SUPERPAC
A stronger voice for a better america	SUPERPAC
Napoleon	SUPERPAC
Brain injury and chronic traumatic encephalopathy education fund 	SUPERPAC
Greater america under god	SUPERPAC
Latino majority	SUPERPAC
Action now	SUPERPAC
Fix america first	SUPERPAC
Common sense for our commonwealth incorporated	SUPERPAC
Standing by veterans	SUPERPAC
Turnout	SUPERPAC
Prosperity with accountability	SUPERPAC
Gop lawyers 	SUPERPAC
Jews for progress	SUPERPAC
Catholics for truth	SUPERPAC
I''m not with him	SUPERPAC
Downingtown independent victory	SUPERPAC
Make america sport again	SUPERPAC
Citizens for good government	SUPERPAC
Citizens against government exploitation	SUPERPAC
Progress united	SUPERPAC
America stand bayou	SUPERPAC
The democratic coalition	SUPERPAC
Draft stone cold	SUPERPAC
Black-brown	SUPERPAC
Absolute return	SUPERPAC
Crippled america	SUPERPAC
Universe's greatest billionaire joshua larose mortgage lenders committee	SUPERPAC
World's richest person josue larose industries committee	SUPERPAC
World's richest person josue larose boat manufacturers committee	SUPERPAC
World's richest person josue larose construction companies committee	SUPERPAC
World's richest person josue larose annuity companies committee	SUPERPAC
World's richest person josue larose mutual fund companies committee	SUPERPAC
World's richest person josue larose aircraft brokerage companies committee	SUPERPAC
Globe's wealthiest person josh larose endorsed state comptrollers committee	SUPERPAC
Globe's wealthiest person josh larose public relations managers committee	SUPERPAC
Globe's wealthiest person josh larose certified public accountants committee	SUPERPAC
S.D.T.F.B	SUPERPAC
Forward globe	SUPERPAC
Tennessee celebrities and politicians masonic lodge	SUPERPAC
Delaware celebrities and politicians masonic lodge	SUPERPAC
Arizona celebrities and politicians masonic lodge	SUPERPAC
World's retail stores association	SUPERPAC
World's manufacturing companies association	SUPERPAC
World's central banks association	SUPERPAC
World celebrities association	SUPERPAC
World architects association	SUPERPAC
Indian culture bureau of america	SUPERPAC
American indians tribal government of kansas	SUPERPAC
American indians tribal government of iowa	SUPERPAC
International organization against discriminations	SUPERPAC
International organization against political assassinations	SUPERPAC
International organization against insurance frauds	SUPERPAC
Oceanian countries professional baseball league	SUPERPAC
North america continent professional golf league	SUPERPAC
Caribbean region professional karate league	SUPERPAC
Caribbean region professional baseball league	SUPERPAC
African continent professional racquetball league	SUPERPAC
African continent professional golf league	SUPERPAC
South america continent professional basketball league	SUPERPAC
World professional softball league	SUPERPAC
World professional volleyball league	SUPERPAC
American national professional golf league	SUPERPAC
American national professional volleyball league	SUPERPAC
American national bureau of government advisers	SUPERPAC
Turkish chamber commerce of america	SUPERPAC
Tennessee regional chamber of commerce	SUPERPAC
Ohio regional chamber of commerce	SUPERPAC
America's federal chamber of commerce	SUPERPAC
Freedom for americans now	SUPERPAC
America's sports industry roundtable	SUPERPAC
American national bureau of economy	SUPERPAC
American national bureau of culture	SUPERPAC
National democratic congressional victory 	SUPERPAC
Wall street chief executive officers 	SUPERPAC
Nwga votes gop	SUPERPAC
Freedom and liberty	SUPERPAC
Fighters for the middle class	SUPERPAC
Helping america never stops	SUPERPAC
People for economic & social justice	SUPERPAC
New generation	SUPERPAC
Art of the deal	SUPERPAC
People for pinellas	SUPERPAC
Price inc	SUPERPAC
Opportunity and freedom ii	SUPERPAC
Let's make it blue	SUPERPAC
Forward for a change	SUPERPAC
American stewardship	SUPERPAC
Unifying america political action committee	SUPERPAC
Keep the promise	SUPERPAC
Conservatives for effective government	SUPERPAC
Future45	SUPERPAC
One vote	SUPERPAC
Communities united 	SUPERPAC
Fighting for ohio fund	SUPERPAC
Independent voice for illinois	SUPERPAC
Political earthquake	SUPERPAC
Whatever derek moore says goes	SUPERPAC
Popular party political action committee	SUPERPAC
Association promoting governmental objective views apgov	SUPERPAC
America's tomorrow	SUPERPAC
Latinos for political freedom	SUPERPAC
Trucks for cowboys 	SUPERPAC
Ctc action	SUPERPAC
Remember mississippi	SUPERPAC
Patriot legal defense fund	SUPERPAC
Kennedy24northeast	SUPERPAC
Protect progress	SUPERPAC
Americans united for compassionate conservatism	SUPERPAC
Tusk fight	SUPERPAC
Jewish space laserz for expelling that roid raging mtg cunt	SUPERPAC
Citizens for virginia	SUPERPAC
Rocky mountain	SUPERPAC
Operation saving democracy	SUPERPAC
Justice truth	SUPERPAC
National public opinion	SUPERPAC
Poetic justice	SUPERPAC
Join us	SUPERPAC
Educate young voters	SUPERPAC
Saving the second	SUPERPAC
You lose fund	SUPERPAC
Vote local, vote blue	SUPERPAC
Pasifika	SUPERPAC
Take back the senate 2024	SUPERPAC
Retain the house	SUPERPAC
Integrity	SUPERPAC
Youth freedom coalition	SUPERPAC
Save america trust	SUPERPAC
Ohio voters	SUPERPAC
The lincoln affect	SUPERPAC
Progress iv america	SUPERPAC
Together for ohio's future	SUPERPAC
Neighbor in congress	SUPERPAC
Stronger america	SUPERPAC
True west	SUPERPAC
1776 liberty	SUPERPAC
Facts are stubborn things	SUPERPAC
Wingman usa	SUPERPAC
Americans for america	SUPERPAC
Granite state leadership fund	SUPERPAC
Opportunity and freedom	SUPERPAC
Progressive women silicon valley federal	SUPERPAC
Our families first	SUPERPAC
Posterity	SUPERPAC
American defense fund	SUPERPAC
Stronger oh	SUPERPAC
Nevada 1st	SUPERPAC
United states department of education employees 	SUPERPAC
Better access to chiropractic	SUPERPAC
Alaskans for t.A.R.A. (True alaska representation alliance)	SUPERPAC
America first - oklahoma	SUPERPAC
Minnesota freedom fund	SUPERPAC
Stand for freedom	SUPERPAC
Winning team	SUPERPAC
Leadership now	SUPERPAC
Heartland empowered action fund	SUPERPAC
Pro-life warriors	SUPERPAC
Redwood stellar	SUPERPAC
Southern indiana freedom	SUPERPAC
Healthcare freedom 	SUPERPAC
Texans for freedom	SUPERPAC
Pacheco 	SUPERPAC
Stop the injustice	SUPERPAC
Moms for liberty action	SUPERPAC
Fight for democracy	SUPERPAC
Better solutions	SUPERPAC
Penn progress, inc.	SUPERPAC
Elect latino voices	SUPERPAC
A better orlando	SUPERPAC
Blue	SUPERPAC
Keep america free	SUPERPAC
We the people, represented	SUPERPAC
Full throttle	SUPERPAC
Thumbs up arizona	SUPERPAC
Defend american freedom	SUPERPAC
Freedom vs freedumb	SUPERPAC
Lose cruz	SUPERPAC
Pennsylvania action	SUPERPAC
America blue	SUPERPAC
Save missouri values	SUPERPAC
Republican reset	SUPERPAC
National governance committee	SUPERPAC
Trenton crossing fund	SUPERPAC
Alaska first	SUPERPAC
The silo project	SUPERPAC
Support america's police	SUPERPAC
Southern blue usa	SUPERPAC
Defend the american dream	SUPERPAC
The redacted caucus liberty project	SUPERPAC
People not profits	SUPERPAC
Get mccarthy gone	SUPERPAC
Build our future together	SUPERPAC
Red wave majority	SUPERPAC
The georgia way	SUPERPAC
Revitalizing our american dreams	SUPERPAC
With love	SUPERPAC
Somos votantes	SUPERPAC
Supreme billboards	SUPERPAC
Soccer voter 	SUPERPAC
Fervent wishes	SUPERPAC
Bakpac	SUPERPAC
Unidos we win	SUPERPAC
Nation for all of us	SUPERPAC
Swpa moving forward	SUPERPAC
Independent alaska	SUPERPAC
The last draw	SUPERPAC
Championing america at her best	SUPERPAC
Gbp	SUPERPAC
Committee to re-elect the president	SUPERPAC
Jewschoose4moreyears	SUPERPAC
Resource-full alaska	SUPERPAC
We are the deciders, llc	SUPERPAC
Lithuanian american political action committee, inc.	SUPERPAC
Lock him up please	SUPERPAC
Maui's green future project	SUPERPAC
Florida 8th	SUPERPAC
Nigerians-4-biden-2020 political action committee	SUPERPAC
America for diversity	SUPERPAC
Stand with us committee	SUPERPAC
One country fund	SUPERPAC
Democratic progress	SUPERPAC
Defeat disinfo	SUPERPAC
Empire red	SUPERPAC
Conservative labor	SUPERPAC
Creative majority political action committee	SUPERPAC
Staunton augusta county succsession movement	SUPERPAC
Stand our ground	SUPERPAC
People for better government committee of the san manuel band of mission indians	SUPERPAC
Citizens for a united new mexico	SUPERPAC
Vote liberation	SUPERPAC
Nguyen for freedom	SUPERPAC
One chance initiative	SUPERPAC
Urban development fund	SUPERPAC
Tfy	SUPERPAC
Somos	SUPERPAC
Pull together america	SUPERPAC
Save our senate llc	SUPERPAC
Oc vision 2020	SUPERPAC
Real american sportsmen	SUPERPAC
Americans for economic equality	SUPERPAC
We are americans	SUPERPAC
Reinvesting in america 2020	SUPERPAC
Target270	SUPERPAC
Americans for common sense	SUPERPAC
Green new deal now	SUPERPAC
American latinos united	SUPERPAC
Citizens defending democracy	SUPERPAC
Engage texas	SUPERPAC
Americans against apathy	SUPERPAC
Restoring our priorities everywhere	SUPERPAC
Kavanope	SUPERPAC
Iowa four	SUPERPAC
Raw hope for humanity rising	SUPERPAC
Quick action	SUPERPAC
Forests for oregon victory fund	SUPERPAC
Patriots for the furtherance of the american way	SUPERPAC
Stopbloomberg	SUPERPAC
Our future is black	SUPERPAC
Internet freedom political action committee	SUPERPAC
Liuna minnesota & north dakota/laborers' district council of minnesota & north dakota	SUPERPAC
Won	SUPERPAC
Protecting arizona	SUPERPAC
Count on me	SUPERPAC
A hopeful america	SUPERPAC
Committee for progressive values	SUPERPAC
Ohioans for our future	SUPERPAC
Texans removing outdated and unresponsive politicians	SUPERPAC
Conservative future	SUPERPAC
New mexico strong fund	SUPERPAC
Our values political action committee	SUPERPAC
Wilderness hunter	SUPERPAC
Volunteer firefighter & paramedic association	SUPERPAC
America's advocates	SUPERPAC
Hmong american leadership	SUPERPAC
Orange county	SUPERPAC
Student loan borrowers of america	SUPERPAC
Committee for justice and integrity	SUPERPAC
Women for integrity and leadership	SUPERPAC
Citizens aware of government activities	SUPERPAC
Lone star values	SUPERPAC
Counteract	SUPERPAC
Heroes for babies right to life action fund	SUPERPAC
Coalition for sensible election reform	SUPERPAC
Lead the fight	SUPERPAC
Conservative western priorities	SUPERPAC
Wisconsin next	SUPERPAC
Centermovement.Com	SUPERPAC
Defending american values	SUPERPAC
The washington empire 	SUPERPAC
Hoosiers for conservative values	SUPERPAC
Our future now	SUPERPAC
Hoosier values	SUPERPAC
Make california great	SUPERPAC
Great wall of america 	SUPERPAC
Democrats work for america, inc	SUPERPAC
Tax reform	SUPERPAC
For the u.P.	SUPERPAC
Nubyfirst political action committee	SUPERPAC
Heroes united	SUPERPAC
Collin civic development	SUPERPAC
Progress america	SUPERPAC
Save california	SUPERPAC
Georgia life alliance action fund	SUPERPAC
Texas right to life political action c	SUPERPAC
Students mothers and concerned citizens	SUPERPAC
Usaction fund for a true majority	SUPERPAC
Freddie mac affiliated mortgage lenders 	SUPERPAC
United states department of the treasury employees 	SUPERPAC
United states multi millionaires 	SUPERPAC
United states former presidents 	SUPERPAC
National association of realtors congressional fund	SUPERPAC
United mine workers of america power	SUPERPAC
New power	SUPERPAC
Rga right direction	SUPERPAC
Restoring prosperity fund	SUPERPAC
Friends for democracy in libya	SUPERPAC
Freedomworks for america	SUPERPAC
No mercy 	SUPERPAC
Tea	SUPERPAC
Coalition for american values	SUPERPAC
American sunrise	SUPERPAC
Conservative renewal political action committee (pac)	SUPERPAC
Now or never	SUPERPAC
I ride inside - the pets against romney committee (a/k/a i ride inside)	SUPERPAC
Heart of america	SUPERPAC
Us for liberty	SUPERPAC
Seniors for liberty	SUPERPAC
Centennial fund committee; the	SUPERPAC
Thank you citizen's united! 	SUPERPAC
Letourpresidentlead.Com	SUPERPAC
Coalition for women's economic development	SUPERPAC
End the gridlock	SUPERPAC
Buck up to beef up america	SUPERPAC
Spirit of democracy america	SUPERPAC
Veterans for a strong america action group	SUPERPAC
Students for progress	SUPERPAC
A responsible future	SUPERPAC
Pitt	SUPERPAC
Christianity in action	SUPERPAC
American alliance for africa	SUPERPAC
United we can	SUPERPAC
American people today; the	SUPERPAC
Dump west	SUPERPAC
New jersey republican prolife coalition	SUPERPAC
American horse association; the	SUPERPAC
Ohio horse association	SUPERPAC
Making connecticut competitive	SUPERPAC
Super women	SUPERPAC
Women united inc	SUPERPAC
Fix broken america 	SUPERPAC
United states automotive industry 	SUPERPAC
United states health care industry 	SUPERPAC
Romney's dog house	SUPERPAC
We will be heard 	SUPERPAC
Hardworking americans committee	SUPERPAC
In god we trust	SUPERPAC
Conservative action network	SUPERPAC
Libertas institute	SUPERPAC
America's liberty	SUPERPAC
American conservancy	SUPERPAC
Democratic liberal  of georgia	SUPERPAC
Democratic liberal  of north dakota	SUPERPAC
Democratic liberal  of missouri	SUPERPAC
Democratic liberal  of louisiana	SUPERPAC
Republican conservative  of louisiana	SUPERPAC
Republican conservative  of north dakota	SUPERPAC
Republican conservative  of kentucky	SUPERPAC
Maryland democratic club	SUPERPAC
Louisiana democratic club	SUPERPAC
New mexico republican club	SUPERPAC
West virginia republican club	SUPERPAC
North carolina republican club	SUPERPAC
South carolina republican club	SUPERPAC
New jersey republican trust fund	SUPERPAC
Defending our values	SUPERPAC
Amigos	SUPERPAC
Progress kentucky	SUPERPAC
Margins	SUPERPAC
Asian american 	SUPERPAC
American tiger	SUPERPAC
Heartland resurgence	SUPERPAC
R2bnation 	SUPERPAC
Freedom's frontier	SUPERPAC
Rahway moves forward	SUPERPAC
Detroiters vote	SUPERPAC
Get out the vote	SUPERPAC
America's term limits campaign	SUPERPAC
Game changer	SUPERPAC
Liberty4florida	SUPERPAC
Nurses for a healthy minnesota political committee	SUPERPAC
Peoples's voice ; the	SUPERPAC
Americas	SUPERPAC
The steadman group	SUPERPAC
Democracy values fund	SUPERPAC
Citizens for responsible leadership	SUPERPAC
Montanans for limited government	SUPERPAC
Protect the harvest political action committee	SUPERPAC
Homeowners 	SUPERPAC
Common sense conservative committee	SUPERPAC
Actual citizens united	SUPERPAC
Georgia one	SUPERPAC
Engage america action	SUPERPAC
Priorities for iowa political fund	SUPERPAC
R majority	SUPERPAC
Concrete and portland cement action network	SUPERPAC
Restore a free america	SUPERPAC
Iowa priorities	SUPERPAC
Port prosperity	SUPERPAC
Americans for our future	SUPERPAC
Ecommerce freedom	SUPERPAC
Pot the vote	SUPERPAC
Innovative crusaders of truth	SUPERPAC
One term only	SUPERPAC
#voteprochoice	SUPERPAC
Break the cycle	SUPERPAC
We the people, not washington	SUPERPAC
3 solutions	SUPERPAC
Millennials rising	SUPERPAC
Committee to save brook park ems	SUPERPAC
Standing up for california's middle class	SUPERPAC
Youth against gun violence	SUPERPAC
Conservative, authentic, responsive leadership for you and for america	SUPERPAC
No hate in our state	SUPERPAC
I america achieving a most excellent future for all democrats republicans and independents	SUPERPAC
Hearts & minds conservative 	SUPERPAC
Republican adminiatration	SUPERPAC
Restore marriage	SUPERPAC
Freedom unincorporated	SUPERPAC
Term limit crony congress	SUPERPAC
The mythic history of america, for america	SUPERPAC
Patriots for america	SUPERPAC
American national 	SUPERPAC
Patriots for faith based policy reform	SUPERPAC
Promesa	SUPERPAC
Prescription for a stronger america	SUPERPAC
United states presidential inaugurations committee	SUPERPAC
Catholicvote.Org candidate fund	SUPERPAC
America's shopping malls industry roundtable	SUPERPAC
My america inc	SUPERPAC
Arkansas regional chamber of commerce	SUPERPAC
Kansas regional chamber of commerce	SUPERPAC
Rhode island regional chamber of commerce	SUPERPAC
Small business political alliance political action committee (sbpa	SUPERPAC
Washington regional chamber of commerce	SUPERPAC
Indian chamber of commerce of america	SUPERPAC
Danish chamber of commerce of america	SUPERPAC
Articleiisuperpac	SUPERPAC
Human rights campaign equality votes	SUPERPAC
Black economic secuirty today trust fund (best trust fund	SUPERPAC
United states government grants bureau	SUPERPAC
Leadership alliance	SUPERPAC
American national professional wrestling league	SUPERPAC
American national professional karate league	SUPERPAC
African continent professional judo league	SUPERPAC
One world united	SUPERPAC
Caribbean region professional softball league	SUPERPAC
Caribbean region professional judo league	SUPERPAC
Central america countries professional tennis league	SUPERPAC
Central america countries professional karate league	SUPERPAC
Riverside county citizens for security	SUPERPAC
American indians tribal government of florida	SUPERPAC
American indians tribal government of louisiana	SUPERPAC
American indians tribal government of ohio	SUPERPAC
United states national masonic grand lodge	SUPERPAC
Brazilian culture bureau of america	SUPERPAC
Canadian culture bureau of america	SUPERPAC
Chilean culture bureau of america	SUPERPAC
World's government officials association	SUPERPAC
World's ministers of justice association	SUPERPAC
World's prime ministers association	SUPERPAC
World governors association	SUPERPAC
World's methodist churches association	SUPERPAC
World's presbyterian churches association	SUPERPAC
New mexico celebrities and politicians masonic lodge	SUPERPAC
Globe's wealthiest person josh larose chiefs of staff committee	SUPERPAC
Globe's wealthiest person josh larose endorsed state cabinet members committee	SUPERPAC
Americans united for values	SUPERPAC
World's richest person josue larose mortgage lenders committee	SUPERPAC
World's richest person josue larose plastic surgery centers committee	SUPERPAC
World's richest person josue larose medical laboratories committee	SUPERPAC
People against whoever is the republican candidate for president of the united states	SUPERPAC
World's richest person josue larose marketing companies committee	SUPERPAC
World's richest person josue larose shoes manufacturers committee	SUPERPAC
World's richest person josue larose medical equipment manufacturers committee	SUPERPAC
Universe's greatest billionaire joshua larose aircraft brokerage companies committee	SUPERPAC
Universe's greatest billionaire joshua larose charter schools committee	SUPERPAC
Universe's greatest billionaire joshua larose music recording studios committee	SUPERPAC
Universe's greatest billionaire joshua larose film production companies committee	SUPERPAC
Universe's greatest billionaire joshua larose funeral homes committee	SUPERPAC
Openpac	SUPERPAC
Cure 4 louisiana's future	SUPERPAC
Yeezus rising	SUPERPAC
Our voice matters 	SUPERPAC
Christian citizens united	SUPERPAC
Freedom fund independent committee	SUPERPAC
Students of america	SUPERPAC
Citizens for a brighter america	SUPERPAC
Grow the economy	SUPERPAC
Coalition for progressive leadership	SUPERPAC
American muslims against tyrant	SUPERPAC
Right way superpac	SUPERPAC
Take our country back	SUPERPAC
America's labor united	SUPERPAC
American liberty fund	SUPERPAC
Running for freedom	SUPERPAC
Kentucky moving forward	SUPERPAC
Stop trump conservative coalition	SUPERPAC
The people's campaign	SUPERPAC
Americans need jobs	SUPERPAC
By the people action project	SUPERPAC
Rallypac	SUPERPAC
Latino voters action fund	SUPERPAC
Stronger ny	SUPERPAC
Voice for vets	SUPERPAC
Unite here	SUPERPAC
America together inc	SUPERPAC
Gold horizons	SUPERPAC
Truth	SUPERPAC
Latinos united contributing to a hopeful america	SUPERPAC
Backpac	SUPERPAC
Srb for sec	SUPERPAC
Parsippany forward	SUPERPAC
Americans4farmers	SUPERPAC
Conservative louisiana	SUPERPAC
Black americans for liberty	SUPERPAC
Californians for a democratic congress	SUPERPAC
Ronin warriors	SUPERPAC
Electric & gas freedom committee	SUPERPAC
Govern or go home	SUPERPAC
Greater america	SUPERPAC
Ohio majority trust	SUPERPAC
California voices for progress	SUPERPAC
Keep america great us	SUPERPAC
Thomas johnson	SUPERPAC
Wigpac	SUPERPAC
Maga coalition inc	SUPERPAC
Americans for police and trooper safety	SUPERPAC
Protect freedom political action committee	SUPERPAC
A progressive california	SUPERPAC
Dannypac	SUPERPAC
Vision 1st	SUPERPAC
Crypto for congress	SUPERPAC
Brown county student''s committee	SUPERPAC
Everyday american	SUPERPAC
Neighbors for a better congress	SUPERPAC
Wisconsin values	SUPERPAC
Pa accountability project	SUPERPAC
Mississippi victory fund	SUPERPAC
Ohio conservatives for stronger immigration	SUPERPAC
American-haitian generation in action	SUPERPAC
A stronger texas fund	SUPERPAC
Coalition for a safe america	SUPERPAC
Fight for america's future	SUPERPAC
Ohioans for our future	SUPERPAC
Pirate	SUPERPAC
Stronger foundations inc.	SUPERPAC
Principles first, inc.	SUPERPAC
Woke orange county	SUPERPAC
Planned parenthood pennsylvania votes	SUPERPAC
